name,time,level description,location,water_level
h2o_feet,1566824400000000000,below 3 feet,santa_monica,2.959
h2o_feet,1566824760000000000,below 3 feet,coyote_creek,-0.184
h2o_feet,1566824760000000000,between 3 and 6 feet,santa_monica,3.117
h2o_feet,1566825120000000000,below 3 feet,coyote_creek,-0.125
h2o_feet,1566825120000000000,between 3 and 6 feet,santa_monica,3.228
h2o_feet,1566825480000000000,below 3 feet,coyote_creek,-0.039
h2o_feet,1566825480000000000,between 3 and 6 feet,santa_monica,3.294
h2o_feet,1566825840000000000,below 3 feet,coyote_creek,0.056
h2o_feet,1566825840000000000,between 3 and 6 feet,santa_monica,3.373
h2o_feet,1566826200000000000,below 3 feet,coyote_creek,0.126144148
h2o_feet,1566826200000000000,between 3 and 6 feet,santa_monica,3.409
h2o_feet,1566826560000000000,below 3 feet,coyote_creek,0.249
h2o_feet,1566826560000000000,between 3 and 6 feet,santa_monica,3.537
h2o_feet,1566826920000000000,below 3 feet,coyote_creek,0.374
h2o_feet,1566826920000000000,between 3 and 6 feet,santa_monica,3.694
h2o_feet,1566827280000000000,below 3 feet,coyote_creek,0.505
h2o_feet,1566827280000000000,between 3 and 6 feet,santa_monica,3.839
h2o_feet,1566827640000000000,below 3 feet,coyote_creek,0.633
h2o_feet,1566827640000000000,between 3 and 6 feet,santa_monica,3.963
h2o_feet,1566828000000000000,below 3 feet,coyote_creek,0.771
h2o_feet,1566828000000000000,between 3 and 6 feet,santa_monica,4.006
h2o_feet,1566828360000000000,below 3 feet,coyote_creek,0.912
h2o_feet,1566828360000000000,between 3 and 6 feet,santa_monica,4.085
h2o_feet,1566828720000000000,below 3 feet,coyote_creek,1.05
h2o_feet,1566828720000000000,between 3 and 6 feet,santa_monica,4.186
h2o_feet,1566829080000000000,below 3 feet,coyote_creek,1.194
h2o_feet,1566829080000000000,between 3 and 6 feet,santa_monica,4.239
h2o_feet,1566829440000000000,below 3 feet,coyote_creek,1.335
h2o_feet,1566829440000000000,between 3 and 6 feet,santa_monica,4.327
h2o_feet,1566829800000000000,below 3 feet,coyote_creek,1.473
h2o_feet,1566829800000000000,between 3 and 6 feet,santa_monica,4.4
h2o_feet,1566830160000000000,below 3 feet,coyote_creek,1.614
h2o_feet,1566830160000000000,between 3 and 6 feet,santa_monica,4.537
h2o_feet,1566830520000000000,below 3 feet,coyote_creek,1.755
h2o_feet,1566830520000000000,between 3 and 6 feet,santa_monica,4.629
h2o_feet,1566830880000000000,below 3 feet,coyote_creek,1.903
h2o_feet,1566830880000000000,between 3 and 6 feet,santa_monica,4.619
h2o_feet,1566831240000000000,below 3 feet,coyote_creek,2.06
h2o_feet,1566831240000000000,between 3 and 6 feet,santa_monica,4.626
h2o_feet,1566831600000000000,below 3 feet,coyote_creek,2.224
h2o_feet,1566831600000000000,between 3 and 6 feet,santa_monica,4.633
h2o_feet,1566831960000000000,below 3 feet,coyote_creek,2.398
h2o_feet,1566831960000000000,between 3 and 6 feet,santa_monica,4.731
h2o_feet,1566832320000000000,below 3 feet,coyote_creek,2.575
h2o_feet,1566832320000000000,between 3 and 6 feet,santa_monica,4.764
h2o_feet,1566832680000000000,below 3 feet,coyote_creek,2.753
h2o_feet,1566832680000000000,between 3 and 6 feet,santa_monica,4.77
h2o_feet,1566833040000000000,below 3 feet,coyote_creek,2.93
h2o_feet,1566833040000000000,between 3 and 6 feet,santa_monica,4.806
h2o_feet,1566833400000000000,between 3 and 6 feet,coyote_creek,3.1
h2o_feet,1566833400000000000,between 3 and 6 feet,santa_monica,4.816
h2o_feet,1566833760000000000,between 3 and 6 feet,coyote_creek,3.291
h2o_feet,1566833760000000000,between 3 and 6 feet,santa_monica,4.836
h2o_feet,1566834120000000000,between 3 and 6 feet,coyote_creek,3.471
h2o_feet,1566834120000000000,between 3 and 6 feet,santa_monica,4.839
h2o_feet,1566834480000000000,between 3 and 6 feet,coyote_creek,3.645
h2o_feet,1566834480000000000,between 3 and 6 feet,santa_monica,4.895
h2o_feet,1566834840000000000,between 3 and 6 feet,coyote_creek,3.822
h2o_feet,1566834840000000000,between 3 and 6 feet,santa_monica,4.816
h2o_feet,1566835200000000000,between 3 and 6 feet,coyote_creek,4.003
h2o_feet,1566835200000000000,between 3 and 6 feet,santa_monica,4.78
h2o_feet,1566835560000000000,between 3 and 6 feet,coyote_creek,4.19
h2o_feet,1566835560000000000,between 3 and 6 feet,santa_monica,4.793
h2o_feet,1566835920000000000,between 3 and 6 feet,coyote_creek,4.393
h2o_feet,1566835920000000000,between 3 and 6 feet,santa_monica,4.77
h2o_feet,1566836280000000000,between 3 and 6 feet,coyote_creek,4.6
h2o_feet,1566836280000000000,between 3 and 6 feet,santa_monica,4.803
h2o_feet,1566836640000000000,between 3 and 6 feet,coyote_creek,4.823
h2o_feet,1566836640000000000,between 3 and 6 feet,santa_monica,4.747
h2o_feet,1566837000000000000,between 3 and 6 feet,coyote_creek,5.03
h2o_feet,1566837000000000000,between 3 and 6 feet,santa_monica,4.738
h2o_feet,1566837360000000000,between 3 and 6 feet,coyote_creek,5.23
h2o_feet,1566837360000000000,between 3 and 6 feet,santa_monica,4.662
h2o_feet,1566837720000000000,between 3 and 6 feet,coyote_creek,5.43
h2o_feet,1566837720000000000,between 3 and 6 feet,santa_monica,4.58
h2o_feet,1566838080000000000,between 3 and 6 feet,coyote_creek,5.63
h2o_feet,1566838080000000000,between 3 and 6 feet,santa_monica,4.567
h2o_feet,1566838440000000000,between 3 and 6 feet,coyote_creek,5.827
h2o_feet,1566838440000000000,between 3 and 6 feet,santa_monica,4.505
h2o_feet,1566838800000000000,between 3 and 6 feet,santa_monica,4.469
h2o_feet,1566838800000000000,between 6 and 9 feet,coyote_creek,6.017
h2o_feet,1566839160000000000,between 3 and 6 feet,santa_monica,4.38
h2o_feet,1566839160000000000,between 6 and 9 feet,coyote_creek,6.201
h2o_feet,1566839520000000000,between 3 and 6 feet,santa_monica,4.324
h2o_feet,1566839520000000000,between 6 and 9 feet,coyote_creek,6.378
h2o_feet,1566839880000000000,between 3 and 6 feet,santa_monica,4.321
h2o_feet,1566839880000000000,between 6 and 9 feet,coyote_creek,6.549
h2o_feet,1566840240000000000,between 3 and 6 feet,santa_monica,4.12614414
h2o_feet,1566840240000000000,between 6 and 9 feet,coyote_creek,6.709
h2o_feet,1566840600000000000,between 3 and 6 feet,santa_monica,4.045
h2o_feet,1566840600000000000,between 6 and 9 feet,coyote_creek,6.867
h2o_feet,1566840960000000000,between 3 and 6 feet,santa_monica,4.055
h2o_feet,1566840960000000000,between 6 and 9 feet,coyote_creek,7.008
h2o_feet,1566841320000000000,between 3 and 6 feet,santa_monica,3.96
h2o_feet,1566841320000000000,between 6 and 9 feet,coyote_creek,7.126144149
h2o_feet,1566841680000000000,between 3 and 6 feet,santa_monica,3.842
h2o_feet,1566841680000000000,between 6 and 9 feet,coyote_creek,7.277
h2o_feet,1566842040000000000,between 3 and 6 feet,santa_monica,3.832
h2o_feet,1566842040000000000,between 6 and 9 feet,coyote_creek,7.405
h2o_feet,1566842400000000000,between 3 and 6 feet,santa_monica,3.783
h2o_feet,1566842400000000000,between 6 and 9 feet,coyote_creek,7.52
h2o_feet,1566842760000000000,between 3 and 6 feet,santa_monica,3.668
h2o_feet,1566842760000000000,between 6 and 9 feet,coyote_creek,7.638
h2o_feet,1566843120000000000,between 3 and 6 feet,santa_monica,3.589
h2o_feet,1566843120000000000,between 6 and 9 feet,coyote_creek,7.743
h2o_feet,1566843480000000000,between 3 and 6 feet,santa_monica,3.491
h2o_feet,1566843480000000000,between 6 and 9 feet,coyote_creek,7.841
h2o_feet,1566843840000000000,between 3 and 6 feet,santa_monica,3.484
h2o_feet,1566843840000000000,between 6 and 9 feet,coyote_creek,7.933
h2o_feet,1566844200000000000,between 3 and 6 feet,santa_monica,3.428
h2o_feet,1566844200000000000,between 6 and 9 feet,coyote_creek,8.015
h2o_feet,1566844560000000000,between 3 and 6 feet,santa_monica,3.34
h2o_feet,1566844560000000000,between 6 and 9 feet,coyote_creek,8.084
h2o_feet,1566844920000000000,between 3 and 6 feet,santa_monica,3.271
h2o_feet,1566844920000000000,between 6 and 9 feet,coyote_creek,8.13
h2o_feet,1566845280000000000,between 3 and 6 feet,santa_monica,3.11
h2o_feet,1566845280000000000,between 6 and 9 feet,coyote_creek,8.169
h2o_feet,1566845640000000000,between 3 and 6 feet,santa_monica,3.031
h2o_feet,1566845640000000000,between 6 and 9 feet,coyote_creek,8.202
h2o_feet,1566846000000000000,below 3 feet,santa_monica,2.979
h2o_feet,1566846000000000000,between 6 and 9 feet,coyote_creek,8.219
h2o_feet,1566846360000000000,below 3 feet,santa_monica,2.933
h2o_feet,1566846360000000000,between 6 and 9 feet,coyote_creek,8.232
h2o_feet,1566846720000000000,below 3 feet,santa_monica,2.887
h2o_feet,1566846720000000000,between 6 and 9 feet,coyote_creek,8.235
h2o_feet,1566847080000000000,below 3 feet,santa_monica,2.769
h2o_feet,1566847080000000000,between 6 and 9 feet,coyote_creek,8.235
h2o_feet,1566847440000000000,below 3 feet,santa_monica,2.68
h2o_feet,1566847440000000000,between 6 and 9 feet,coyote_creek,8.222
h2o_feet,1566847800000000000,below 3 feet,santa_monica,2.631
h2o_feet,1566847800000000000,between 6 and 9 feet,coyote_creek,8.192
h2o_feet,1566848160000000000,below 3 feet,santa_monica,2.566
h2o_feet,1566848160000000000,between 6 and 9 feet,coyote_creek,8.15
h2o_feet,1566848520000000000,below 3 feet,santa_monica,2.53
h2o_feet,1566848520000000000,between 6 and 9 feet,coyote_creek,8.117
h2o_feet,1566848880000000000,below 3 feet,santa_monica,2.536
h2o_feet,1566848880000000000,between 6 and 9 feet,coyote_creek,8.061
h2o_feet,1566849240000000000,below 3 feet,santa_monica,2.5
h2o_feet,1566849240000000000,between 6 and 9 feet,coyote_creek,8.005
h2o_feet,1566849600000000000,below 3 feet,santa_monica,2.392
h2o_feet,1566849600000000000,between 6 and 9 feet,coyote_creek,7.946
h2o_feet,1566849960000000000,below 3 feet,santa_monica,2.326
h2o_feet,1566849960000000000,between 6 and 9 feet,coyote_creek,7.871
h2o_feet,1566850320000000000,below 3 feet,santa_monica,2.28
h2o_feet,1566850320000000000,between 6 and 9 feet,coyote_creek,7.799
h2o_feet,1566850680000000000,below 3 feet,santa_monica,2.326
h2o_feet,1566850680000000000,between 6 and 9 feet,coyote_creek,7.73
h2o_feet,1566851040000000000,below 3 feet,santa_monica,2.251
h2o_feet,1566851040000000000,between 6 and 9 feet,coyote_creek,7.635
h2o_feet,1566851400000000000,below 3 feet,santa_monica,2.172
h2o_feet,1566851400000000000,between 6 and 9 feet,coyote_creek,7.539
h2o_feet,1566851760000000000,below 3 feet,santa_monica,2.215
h2o_feet,1566851760000000000,between 6 and 9 feet,coyote_creek,7.434
h2o_feet,1566852120000000000,below 3 feet,santa_monica,2.221
h2o_feet,1566852120000000000,between 6 and 9 feet,coyote_creek,7.313
h2o_feet,1566852480000000000,below 3 feet,santa_monica,2.195
h2o_feet,1566852480000000000,between 6 and 9 feet,coyote_creek,7.188
h2o_feet,1566852840000000000,below 3 feet,santa_monica,2.165
h2o_feet,1566852840000000000,between 6 and 9 feet,coyote_creek,7.06
h2o_feet,1566853200000000000,below 3 feet,santa_monica,2.096
h2o_feet,1566853200000000000,between 6 and 9 feet,coyote_creek,6.932
h2o_feet,1566853560000000000,below 3 feet,santa_monica,2.139
h2o_feet,1566853560000000000,between 6 and 9 feet,coyote_creek,6.795
h2o_feet,1566853920000000000,below 3 feet,santa_monica,2.211
h2o_feet,1566853920000000000,between 6 and 9 feet,coyote_creek,6.663
h2o_feet,1566854280000000000,below 3 feet,santa_monica,2.26
h2o_feet,1566854280000000000,between 6 and 9 feet,coyote_creek,6.532
h2o_feet,1566854640000000000,below 3 feet,santa_monica,2.306
h2o_feet,1566854640000000000,between 6 and 9 feet,coyote_creek,6.398
h2o_feet,1566855000000000000,below 3 feet,santa_monica,2.31
h2o_feet,1566855000000000000,between 6 and 9 feet,coyote_creek,6.257
h2o_feet,1566855360000000000,below 3 feet,santa_monica,2.29
h2o_feet,1566855360000000000,between 6 and 9 feet,coyote_creek,6.115
h2o_feet,1566855720000000000,below 3 feet,santa_monica,2.3
h2o_feet,1566855720000000000,between 3 and 6 feet,coyote_creek,5.961
h2o_feet,1566856080000000000,below 3 feet,santa_monica,2.375
h2o_feet,1566856080000000000,between 3 and 6 feet,coyote_creek,5.823
h2o_feet,1566856440000000000,below 3 feet,santa_monica,2.493
h2o_feet,1566856440000000000,between 3 and 6 feet,coyote_creek,5.682
h2o_feet,1566856800000000000,below 3 feet,santa_monica,2.52
h2o_feet,1566856800000000000,between 3 and 6 feet,coyote_creek,5.545
h2o_feet,1566857160000000000,below 3 feet,santa_monica,2.48
h2o_feet,1566857160000000000,between 3 and 6 feet,coyote_creek,5.41
h2o_feet,1566857520000000000,below 3 feet,santa_monica,2.513
h2o_feet,1566857520000000000,between 3 and 6 feet,coyote_creek,5.285
h2o_feet,1566857880000000000,below 3 feet,santa_monica,2.612
h2o_feet,1566857880000000000,between 3 and 6 feet,coyote_creek,5.154
h2o_feet,1566858240000000000,below 3 feet,santa_monica,2.717
h2o_feet,1566858240000000000,between 3 and 6 feet,coyote_creek,5.016
h2o_feet,1566858600000000000,below 3 feet,santa_monica,2.808
h2o_feet,1566858600000000000,between 3 and 6 feet,coyote_creek,4.902
h2o_feet,1566858960000000000,below 3 feet,santa_monica,2.93
h2o_feet,1566858960000000000,between 3 and 6 feet,coyote_creek,4.81
h2o_feet,1566859320000000000,below 3 feet,santa_monica,2.91
h2o_feet,1566859320000000000,between 3 and 6 feet,coyote_creek,4.734
h2o_feet,1566859680000000000,below 3 feet,santa_monica,2.91
h2o_feet,1566859680000000000,between 3 and 6 feet,coyote_creek,4.636
h2o_feet,1566860040000000000,between 3 and 6 feet,coyote_creek,4.551
h2o_feet,1566860040000000000,between 3 and 6 feet,santa_monica,3.12
h2o_feet,1566860400000000000,between 3 and 6 feet,coyote_creek,4.432
h2o_feet,1566860400000000000,between 3 and 6 feet,santa_monica,3.258
h2o_feet,1566860760000000000,between 3 and 6 feet,coyote_creek,4.304
h2o_feet,1566860760000000000,between 3 and 6 feet,santa_monica,3.363
h2o_feet,1566861120000000000,between 3 and 6 feet,coyote_creek,4.193
h2o_feet,1566861120000000000,between 3 and 6 feet,santa_monica,3.406
h2o_feet,1566861480000000000,between 3 and 6 feet,coyote_creek,4.081
h2o_feet,1566861480000000000,between 3 and 6 feet,santa_monica,3.491
h2o_feet,1566861840000000000,between 3 and 6 feet,coyote_creek,3.957
h2o_feet,1566861840000000000,between 3 and 6 feet,santa_monica,3.589
h2o_feet,1566862200000000000,between 3 and 6 feet,coyote_creek,3.842
h2o_feet,1566862200000000000,between 3 and 6 feet,santa_monica,3.688
h2o_feet,1566862560000000000,between 3 and 6 feet,coyote_creek,3.724
h2o_feet,1566862560000000000,between 3 and 6 feet,santa_monica,3.855
h2o_feet,1566862920000000000,between 3 and 6 feet,coyote_creek,3.615
h2o_feet,1566862920000000000,between 3 and 6 feet,santa_monica,4.003
h2o_feet,1566863280000000000,between 3 and 6 feet,coyote_creek,3.517
h2o_feet,1566863280000000000,between 3 and 6 feet,santa_monica,4.049
h2o_feet,1566863640000000000,between 3 and 6 feet,coyote_creek,3.409
h2o_feet,1566863640000000000,between 3 and 6 feet,santa_monica,4.157
h2o_feet,1566864000000000000,between 3 and 6 feet,coyote_creek,3.307
h2o_feet,1566864000000000000,between 3 and 6 feet,santa_monica,4.301
h2o_feet,1566864360000000000,between 3 and 6 feet,coyote_creek,3.202
h2o_feet,1566864360000000000,between 3 and 6 feet,santa_monica,4.429
h2o_feet,1566864720000000000,between 3 and 6 feet,coyote_creek,3.117
h2o_feet,1566864720000000000,between 3 and 6 feet,santa_monica,4.475
h2o_feet,1566865080000000000,between 3 and 6 feet,coyote_creek,3.002
h2o_feet,1566865080000000000,between 3 and 6 feet,santa_monica,4.646
h2o_feet,1566865440000000000,below 3 feet,coyote_creek,2.907
h2o_feet,1566865440000000000,between 3 and 6 feet,santa_monica,4.754
h2o_feet,1566865800000000000,below 3 feet,coyote_creek,2.841
h2o_feet,1566865800000000000,between 3 and 6 feet,santa_monica,4.875
h2o_feet,1566866160000000000,below 3 feet,coyote_creek,2.769
h2o_feet,1566866160000000000,between 3 and 6 feet,santa_monica,5.026
h2o_feet,1566866520000000000,below 3 feet,coyote_creek,2.7
h2o_feet,1566866520000000000,between 3 and 6 feet,santa_monica,5.18
h2o_feet,1566866880000000000,below 3 feet,coyote_creek,2.641
h2o_feet,1566866880000000000,between 3 and 6 feet,santa_monica,5.246
h2o_feet,1566867240000000000,below 3 feet,coyote_creek,2.598
h2o_feet,1566867240000000000,between 3 and 6 feet,santa_monica,5.341
h2o_feet,1566867600000000000,below 3 feet,coyote_creek,2.566
h2o_feet,1566867600000000000,between 3 and 6 feet,santa_monica,5.427
h2o_feet,1566867960000000000,below 3 feet,coyote_creek,2.526
h2o_feet,1566867960000000000,between 3 and 6 feet,santa_monica,5.591
h2o_feet,1566868320000000000,below 3 feet,coyote_creek,2.533
h2o_feet,1566868320000000000,between 3 and 6 feet,santa_monica,5.745
h2o_feet,1566868680000000000,below 3 feet,coyote_creek,2.539
h2o_feet,1566868680000000000,between 3 and 6 feet,santa_monica,5.817
h2o_feet,1566869040000000000,below 3 feet,coyote_creek,2.549
h2o_feet,1566869040000000000,between 3 and 6 feet,santa_monica,5.879
h2o_feet,1566869400000000000,below 3 feet,coyote_creek,2.602
h2o_feet,1566869400000000000,between 3 and 6 feet,santa_monica,5.991
h2o_feet,1566869760000000000,below 3 feet,coyote_creek,2.674
h2o_feet,1566869760000000000,between 6 and 9 feet,santa_monica,6.024
h2o_feet,1566870120000000000,below 3 feet,coyote_creek,2.766
h2o_feet,1566870120000000000,between 6 and 9 feet,santa_monica,6.129
h2o_feet,1566870480000000000,below 3 feet,coyote_creek,2.851
h2o_feet,1566870480000000000,between 6 and 9 feet,santa_monica,6.296
h2o_feet,1566870840000000000,between 3 and 6 feet,coyote_creek,3.005
h2o_feet,1566870840000000000,between 6 and 9 feet,santa_monica,6.329
h2o_feet,1566871200000000000,between 3 and 6 feet,coyote_creek,3.159
h2o_feet,1566871200000000000,between 6 and 9 feet,santa_monica,6.437
h2o_feet,1566871560000000000,between 3 and 6 feet,coyote_creek,3.31
h2o_feet,1566871560000000000,between 6 and 9 feet,santa_monica,6.499
h2o_feet,1566871920000000000,between 3 and 6 feet,coyote_creek,3.471
h2o_feet,1566871920000000000,between 6 and 9 feet,santa_monica,6.591
h2o_feet,1566872280000000000,between 3 and 6 feet,coyote_creek,3.645
h2o_feet,1566872280000000000,between 6 and 9 feet,santa_monica,6.69
h2o_feet,1566872640000000000,between 3 and 6 feet,coyote_creek,3.812
h2o_feet,1566872640000000000,between 6 and 9 feet,santa_monica,6.621
h2o_feet,1566873000000000000,between 3 and 6 feet,coyote_creek,3.99
h2o_feet,1566873000000000000,between 6 and 9 feet,santa_monica,6.65
h2o_feet,1566873360000000000,between 3 and 6 feet,coyote_creek,4.17
h2o_feet,1566873360000000000,between 6 and 9 feet,santa_monica,6.749
h2o_feet,1566873720000000000,between 3 and 6 feet,coyote_creek,4.354
h2o_feet,1566873720000000000,between 6 and 9 feet,santa_monica,6.788
h2o_feet,1566874080000000000,between 3 and 6 feet,coyote_creek,4.557
h2o_feet,1566874080000000000,between 6 and 9 feet,santa_monica,6.818
h2o_feet,1566874440000000000,between 3 and 6 feet,coyote_creek,4.767
h2o_feet,1566874440000000000,between 6 and 9 feet,santa_monica,6.89
h2o_feet,1566874800000000000,between 3 and 6 feet,coyote_creek,4.957
h2o_feet,1566874800000000000,between 6 and 9 feet,santa_monica,6.9
h2o_feet,1566875160000000000,between 3 and 6 feet,coyote_creek,5.154
h2o_feet,1566875160000000000,between 6 and 9 feet,santa_monica,6.831
h2o_feet,1566875520000000000,between 3 and 6 feet,coyote_creek,5.364
h2o_feet,1566875520000000000,between 6 and 9 feet,santa_monica,6.85
h2o_feet,1566875880000000000,between 3 and 6 feet,coyote_creek,5.587
h2o_feet,1566875880000000000,between 6 and 9 feet,santa_monica,6.87
h2o_feet,1566876240000000000,between 3 and 6 feet,coyote_creek,5.797
h2o_feet,1566876240000000000,between 6 and 9 feet,santa_monica,6.824
h2o_feet,1566876600000000000,between 6 and 9 feet,coyote_creek,6.01
h2o_feet,1566876600000000000,between 6 and 9 feet,santa_monica,6.772
h2o_feet,1566876960000000000,between 6 and 9 feet,coyote_creek,6.217
h2o_feet,1566876960000000000,between 6 and 9 feet,santa_monica,6.772
h2o_feet,1566877320000000000,between 6 and 9 feet,coyote_creek,6.434
h2o_feet,1566877320000000000,between 6 and 9 feet,santa_monica,6.798
h2o_feet,1566877680000000000,between 6 and 9 feet,coyote_creek,6.644
h2o_feet,1566877680000000000,between 6 and 9 feet,santa_monica,6.716
h2o_feet,1566878040000000000,between 6 and 9 feet,coyote_creek,6.844
h2o_feet,1566878040000000000,between 6 and 9 feet,santa_monica,6.703
h2o_feet,1566878400000000000,between 6 and 9 feet,coyote_creek,7.037
h2o_feet,1566878400000000000,between 6 and 9 feet,santa_monica,6.69
h2o_feet,1566878760000000000,between 6 and 9 feet,coyote_creek,7.241
h2o_feet,1566878760000000000,between 6 and 9 feet,santa_monica,6.578
h2o_feet,1566879120000000000,between 6 and 9 feet,coyote_creek,7.425
h2o_feet,1566879120000000000,between 6 and 9 feet,santa_monica,6.496
h2o_feet,1566879480000000000,between 6 and 9 feet,coyote_creek,7.602
h2o_feet,1566879480000000000,between 6 and 9 feet,santa_monica,6.437
h2o_feet,1566879840000000000,between 6 and 9 feet,coyote_creek,7.772
h2o_feet,1566879840000000000,between 6 and 9 feet,santa_monica,6.339
h2o_feet,1566880200000000000,between 6 and 9 feet,coyote_creek,7.943
h2o_feet,1566880200000000000,between 6 and 9 feet,santa_monica,6.332
h2o_feet,1566880560000000000,between 6 and 9 feet,coyote_creek,8.097
h2o_feet,1566880560000000000,between 6 and 9 feet,santa_monica,6.243
h2o_feet,1566880920000000000,between 6 and 9 feet,coyote_creek,8.248
h2o_feet,1566880920000000000,between 6 and 9 feet,santa_monica,6.171
h2o_feet,1566881280000000000,between 6 and 9 feet,coyote_creek,8.399
h2o_feet,1566881280000000000,between 6 and 9 feet,santa_monica,6.024
h2o_feet,1566881640000000000,between 3 and 6 feet,santa_monica,5.892
h2o_feet,1566881640000000000,between 6 and 9 feet,coyote_creek,8.524
h2o_feet,1566882000000000000,between 3 and 6 feet,santa_monica,5.758
h2o_feet,1566882000000000000,between 6 and 9 feet,coyote_creek,8.645
h2o_feet,1566882360000000000,between 3 and 6 feet,santa_monica,5.689
h2o_feet,1566882360000000000,between 6 and 9 feet,coyote_creek,8.76
h2o_feet,1566882720000000000,between 3 and 6 feet,santa_monica,5.604
h2o_feet,1566882720000000000,between 6 and 9 feet,coyote_creek,8.862
h2o_feet,1566883080000000000,between 3 and 6 feet,santa_monica,5.427
h2o_feet,1566883080000000000,between 6 and 9 feet,coyote_creek,8.967
h2o_feet,1566883440000000000,at or greater than 9 feet,coyote_creek,9.055
h2o_feet,1566883440000000000,between 3 and 6 feet,santa_monica,5.308
h2o_feet,1566883800000000000,at or greater than 9 feet,coyote_creek,9.137
h2o_feet,1566883800000000000,between 3 and 6 feet,santa_monica,5.079
h2o_feet,1566884160000000000,at or greater than 9 feet,coyote_creek,9.209
h2o_feet,1566884160000000000,between 3 and 6 feet,santa_monica,5.02
h2o_feet,1566884520000000000,at or greater than 9 feet,coyote_creek,9.278
h2o_feet,1566884520000000000,between 3 and 6 feet,santa_monica,4.911
h2o_feet,1566884880000000000,at or greater than 9 feet,coyote_creek,9.337
h2o_feet,1566884880000000000,between 3 and 6 feet,santa_monica,4.646
h2o_feet,1566885240000000000,at or greater than 9 feet,coyote_creek,9.39
h2o_feet,1566885240000000000,between 3 and 6 feet,santa_monica,4.521
h2o_feet,1566885600000000000,at or greater than 9 feet,coyote_creek,9.436
h2o_feet,1566885600000000000,between 3 and 6 feet,santa_monica,4.337
h2o_feet,1566885960000000000,at or greater than 9 feet,coyote_creek,9.472
h2o_feet,1566885960000000000,between 3 and 6 feet,santa_monica,4.12614414
h2o_feet,1566886320000000000,at or greater than 9 feet,coyote_creek,9.498
h2o_feet,1566886320000000000,between 3 and 6 feet,santa_monica,4.085
h2o_feet,1566886680000000000,at or greater than 9 feet,coyote_creek,9.521
h2o_feet,1566886680000000000,between 3 and 6 feet,santa_monica,3.904
h2o_feet,1566887040000000000,at or greater than 9 feet,coyote_creek,9.531
h2o_feet,1566887040000000000,between 3 and 6 feet,santa_monica,3.747
h2o_feet,1566887400000000000,at or greater than 9 feet,coyote_creek,9.541
h2o_feet,1566887400000000000,between 3 and 6 feet,santa_monica,3.576
h2o_feet,1566887760000000000,at or greater than 9 feet,coyote_creek,9.554
h2o_feet,1566887760000000000,between 3 and 6 feet,santa_monica,3.337
h2o_feet,1566888120000000000,at or greater than 9 feet,coyote_creek,9.56
h2o_feet,1566888120000000000,between 3 and 6 feet,santa_monica,3.205
h2o_feet,1566888480000000000,at or greater than 9 feet,coyote_creek,9.564
h2o_feet,1566888480000000000,between 3 and 6 feet,santa_monica,3.11
h2o_feet,1566888840000000000,at or greater than 9 feet,coyote_creek,9.557
h2o_feet,1566888840000000000,below 3 feet,santa_monica,2.936
h2o_feet,1566889200000000000,at or greater than 9 feet,coyote_creek,9.541
h2o_feet,1566889200000000000,below 3 feet,santa_monica,2.749
h2o_feet,1566889560000000000,at or greater than 9 feet,coyote_creek,9.514
h2o_feet,1566889560000000000,below 3 feet,santa_monica,2.69
h2o_feet,1566889920000000000,at or greater than 9 feet,coyote_creek,9.478
h2o_feet,1566889920000000000,below 3 feet,santa_monica,2.461
h2o_feet,1566890280000000000,at or greater than 9 feet,coyote_creek,9.426
h2o_feet,1566890280000000000,below 3 feet,santa_monica,2.27
h2o_feet,1566890640000000000,at or greater than 9 feet,coyote_creek,9.37
h2o_feet,1566890640000000000,below 3 feet,santa_monica,2.215
h2o_feet,1566891000000000000,at or greater than 9 feet,coyote_creek,9.304
h2o_feet,1566891000000000000,below 3 feet,santa_monica,2.103
h2o_feet,1566891360000000000,at or greater than 9 feet,coyote_creek,9.226
h2o_feet,1566891360000000000,below 3 feet,santa_monica,1.932
h2o_feet,1566891720000000000,at or greater than 9 feet,coyote_creek,9.134
h2o_feet,1566891720000000000,below 3 feet,santa_monica,1.722
h2o_feet,1566892080000000000,at or greater than 9 feet,coyote_creek,9.029
h2o_feet,1566892080000000000,below 3 feet,santa_monica,1.65
h2o_feet,1566892440000000000,below 3 feet,santa_monica,1.483
h2o_feet,1566892440000000000,between 6 and 9 feet,coyote_creek,8.907
h2o_feet,1566892800000000000,below 3 feet,santa_monica,1.352
h2o_feet,1566892800000000000,between 6 and 9 feet,coyote_creek,8.783
h2o_feet,1566893160000000000,below 3 feet,santa_monica,1.234
h2o_feet,1566893160000000000,between 6 and 9 feet,coyote_creek,8.642
h2o_feet,1566893520000000000,below 3 feet,santa_monica,1.126144145
h2o_feet,1566893520000000000,between 6 and 9 feet,coyote_creek,8.494
h2o_feet,1566893880000000000,below 3 feet,santa_monica,0.919
h2o_feet,1566893880000000000,between 6 and 9 feet,coyote_creek,8.343
h2o_feet,1566894240000000000,below 3 feet,santa_monica,0.787
h2o_feet,1566894240000000000,between 6 and 9 feet,coyote_creek,8.186
h2o_feet,1566894600000000000,below 3 feet,santa_monica,0.623
h2o_feet,1566894600000000000,between 6 and 9 feet,coyote_creek,8.028
h2o_feet,1566894960000000000,below 3 feet,santa_monica,0.617
h2o_feet,1566894960000000000,between 6 and 9 feet,coyote_creek,7.867
